post_id,text,post_text,time,image,video,comments,shares,reactions,reaction_count
891660072318307,"“Hãy có một đam mê, nhưng đừng để nó điều khiển bạn.” (Rudyard Kipling).

Ý nghĩa cuộc sống không bao giờ chỉ nằm ở một điều duy nhất.","“Hãy có một đam mê, nhưng đừng để nó điều khiển bạn.” (Rudyard Kipling).

Ý nghĩa cuộc sống không bao giờ chỉ nằm ở một điều duy nhất.",2023-08-30 12:33:02,1,0,22,97,"{'thích': 1433, 'yêu thích': 593, 'haha': 10, 'wow': 2, 'thương thương': 10, 'buồn': 8}",2056
890615962422718,"Khi bạn còn trẻ, họ mặc định bạn không biết gì cả. Nhưng người ta đâu hay giới trẻ bây giờ biết hơi bị nhiều thứ hay ho…

#VIB #MyVIB2.0 #LuckyStar","Khi bạn còn trẻ, họ mặc định bạn không biết gì cả. Nhưng người ta đâu hay giới trẻ bây giờ biết hơi bị nhiều thứ hay ho…

#VIB #MyVIB2.0 #LuckyStar",2023-08-28 12:46:14,1,0,2558,3174,"{'thích': 5190, 'yêu thích': 58, 'haha': 753, 'wow': 3, 'thương thương': 6, 'buồn': 5}",6015
889987015818946,Đôi khi chỉ một lời nói tốt đẹp của bạn cũng có thể thắp sáng một ngày tối tăm của ai đó. Nên đừng tiết kiệm những lời khen nhé!,Đôi khi chỉ một lời nói tốt đẹp của bạn cũng có thể thắp sáng một ngày tối tăm của ai đó. Nên đừng tiết kiệm những lời khen nhé!,2023-08-27 11:41:03,1,0,98,379,"{'thích': 3519, 'yêu thích': 1778, 'haha': 16, 'wow': 5, 'thương thương': 96, 'buồn': 15}",5429
888797792604535,"Là một sinh vật xã hội, chúng ta luôn khao khát một danh tính, một diện mạo nhất định trong khi không ai thực sự hiểu bản thể của mình như thế nào.","Là một sinh vật xã hội, chúng ta luôn khao khát một danh tính, một diện mạo nhất định trong khi không ai thực sự hiểu bản thể của mình như thế nào.",2023-08-25 11:50:29,1,0,62,142,"{'thích': 1859, 'yêu thích': 377, 'haha': 24, 'wow': 4, 'thương thương': 12, 'buồn': 281, 'phẫn nộ': 1}",2558
887645432719771,Hợp lý!,Hợp lý!,2023-08-23 13:01:50,1,0,89,53,"{'thích': 939, 'yêu thích': 123, 'haha': 461, 'wow': 5, 'thương thương': 14, 'buồn': 33}",1575
886134539537527,Có biết vì sao bạn hay yêu nhầm người không? Vì thần Cupid có cung tên tình iu nhưng đôi mắt lại mù loà đó ahihi,Có biết vì sao bạn hay yêu nhầm người không? Vì thần Cupid có cung tên tình iu nhưng đôi mắt lại mù loà đó ahihi,2023-08-21 01:33:54,1,0,747,239,"{'thích': 6697, 'yêu thích': 79, 'haha': 5890, 'wow': 26, 'thương thương': 20, 'buồn': 2169, 'phẫn nộ': 18}",14899
885242776293370,"Có lẽ dù lớn bao nhiêu đi chăng nữa thì ta vẫn là những đứa trẻ, phải đợi mẹ nhắc ăn uống đúng giờ.","Có lẽ dù lớn bao nhiêu đi chăng nữa thì ta vẫn là những đứa trẻ, phải đợi mẹ nhắc ăn uống đúng giờ.",2023-08-19 12:50:39,1,0,172,48,"{'thích': 19912, 'yêu thích': 1456, 'haha': 282, 'wow': 2, 'thương thương': 391, 'buồn': 9}",22052
884575183026796,"Tình yêu là một thứ kỳ lạ. Càng tìm kiếm thì càng không thấy, càng đuổi theo thì càng chạy xa. Nhưng khi người ta chẳng mong chờ thì lại đến 😬","Tình yêu là một thứ kỳ lạ. Càng tìm kiếm thì càng không thấy, càng đuổi theo thì càng chạy xa. Nhưng khi người ta chẳng mong chờ thì lại đến 😬",2023-08-18 09:31:13,1,0,102,133,"{'thích': 2514, 'yêu thích': 999, 'haha': 61, 'wow': 9, 'thương thương': 42, 'buồn': 19}",3644
884050813079233,Đôi khi hành động tổn thương người khác của chúng ta được “điều khiển” bởi những thứ ở sâu bên trong mà đến chính ta cũng không tự ý thức được.,Đôi khi hành động tổn thương người khác của chúng ta được “điều khiển” bởi những thứ ở sâu bên trong mà đến chính ta cũng không tự ý thức được.,2023-08-17 09:52:38,1,0,59,68,"{'thích': 675, 'yêu thích': 168, 'haha': 8, 'wow': 2, 'thương thương': 10, 'buồn': 36}",899
882711569879824,Đâu là giới hạn cho việc chấp nhận khuyết điểm của bản thân?,Đâu là giới hạn cho việc chấp nhận khuyết điểm của bản thân?,2023-08-15 10:58:11,1,0,292,380,"{'thích': 7719, 'yêu thích': 675, 'haha': 3430, 'wow': 10, 'thương thương': 37, 'buồn': 264, 'phẫn nộ': 4}",12139
881515903332724,"Việc gì cũng phải luyện tập mới giỏi được, skill tổn thương người khác cũng thế 🙄","Việc gì cũng phải luyện tập mới giỏi được, skill tổn thương người khác cũng thế 🙄",2023-08-13 13:40:16,1,0,874,232,"{'thích': 7767, 'yêu thích': 105, 'haha': 4204, 'wow': 34, 'thương thương': 20, 'buồn': 1863, 'phẫn nộ': 11}",14004
878967696920878,"“Cái gì cũng có mục đích, kể cả máy móc. Cỗ máy hỏng sẽ không thể làm được việc nó cần làm. Con người cũng thế. Nếu không có mục đích, ta sẽ bị hỏng.”

HUGO","“Cái gì cũng có mục đích, kể cả máy móc. Cỗ máy hỏng sẽ không thể làm được việc nó cần làm. Con người cũng thế. Nếu không có mục đích, ta sẽ bị hỏng.”

HUGO",2023-08-09 12:02:45,1,0,71,153,"{'thích': 2272, 'yêu thích': 572, 'haha': 11, 'wow': 1, 'thương thương': 13, 'buồn': 50}",2919
877118430439138,Có những thứ chỉ người trong cuộc mới biết. Nhưng có những khi người trong cuộc lại là người duy nhất không biết 😬,Có những thứ chỉ người trong cuộc mới biết. Nhưng có những khi người trong cuộc lại là người duy nhất không biết 😬,2023-08-06 10:30:27,1,0,806,613,"{'thích': 11071, 'yêu thích': 1009, 'haha': 307, 'wow': 31, 'thương thương': 57, 'buồn': 4146, 'phẫn nộ': 6}",16627
874566430694338,"“Và kỳ lạ thay Tạo Hoá lại bắt chúng ta khóc than cái kết quả của những việc ta theo đuổi một cách kiên trì nhất”

- Antony and Cleopatra/William Shakespeare -","“Và kỳ lạ thay Tạo Hoá lại bắt chúng ta khóc than cái kết quả của những việc ta theo đuổi một cách kiên trì nhất”

- Antony and Cleopatra/William Shakespeare -",2023-08-02 03:37:46,0,0,90,316,"{'thích': 3307, 'yêu thích': 452, 'haha': 19, 'wow': 2, 'thương thương': 23, 'buồn': 613}",4416
873558350795146,Một cái cây cần ở trong môi trường phù hợp mới có thể phát triển. Con người cũng vậy.,Một cái cây cần ở trong môi trường phù hợp mới có thể phát triển. Con người cũng vậy.,2023-07-31 10:38:02,1,0,80,264,"{'thích': 5521, 'yêu thích': 1874, 'haha': 16, 'wow': 7, 'thương thương': 73, 'buồn': 11}",7502
848974953253486,"Dù mang trong lòng nhiều tổn thương, nhưng lẽ sống của họ vẫn là chữa lành

#DoctorLofBacSiHanhPhuc #GoodDoctorVietNam #ChonYeuThuongChonHanhPhuc","Dù mang trong lòng nhiều tổn thương, nhưng lẽ sống của họ vẫn là chữa lành

#DoctorLofBacSiHanhPhuc #GoodDoctorVietNam #ChonYeuThuongChonHanhPhuc",2023-06-19 12:30:57,1,0,228,123,"{'thích': 6742, 'yêu thích': 2684, 'haha': 30, 'wow': 7, 'thương thương': 147, 'buồn': 860}",10470
847112076773107,"Cha mẹ thường lấy một quyền ra để đối thoại với con cái, đó là Quyền nhân danh tình yêu. Nhưng đôi khi, chính quyền lợi đó của cha mẹ lại đè nát tình yêu đáng quý khác của con mình mà không hiểu rằng: Tình yêuXem thêm của cha mẹ và của con đều đẹp đẽ, đều chân thành và bắt nguồn từ con tim. Tất cả đều xứng đáng được nâng niu, trân trọng và nuôi dưỡng.

Đừng để tình yêu thương của gia đình trở thành chiếc lồng giam giữ trái tim con cái, hãy để chúng trở thành một tường rào đầy an toàn, để nuôi dưỡng trái tim của con cái và cả tình yêu thiêng liêng của chúng.

#Lifebuoy #Safety4All #AnToànChoTấtCả","Cha mẹ thường lấy một quyền ra để đối thoại với con cái, đó là Quyền nhân danh tình yêu. Nhưng đôi khi, chính quyền lợi đó của cha mẹ lại đè nát tình yêu đáng quý khác của con mình mà không hiểu rằng: Tình yêuXem thêm của cha mẹ và của con đều đẹp đẽ, đều chân thành và bắt nguồn từ con tim. Tất cả đều xứng đáng được nâng niu, trân trọng và nuôi dưỡng.

Đừng để tình yêu thương của gia đình trở thành chiếc lồng giam giữ trái tim con cái, hãy để chúng trở thành một tường rào đầy an toàn, để nuôi dưỡng trái tim của con cái và cả tình yêu thiêng liêng của chúng.

#Lifebuoy #Safety4All #AnToànChoTấtCả",2023-06-16 13:00:01,1,0,960,477,"{'thích': 3045, 'yêu thích': 3769, 'haha': 7, 'wow': 3, 'thương thương': 145, 'buồn': 24, 'phẫn nộ': 2}",6995
842328060584842,"Một đứa đáng ghét chưa chắc là người xấu đâu, có thể nó chỉ bị ảnh hưởng bởi môi trường tô xích xung quanh nó thui 🥹","Một đứa đáng ghét chưa chắc là người xấu đâu, có thể nó chỉ bị ảnh hưởng bởi môi trường tô xích xung quanh nó thui 🥹",2023-06-09 03:38:40,1,0,423,289,"{'thích': 6898, 'yêu thích': 666, 'haha': 95, 'wow': 14, 'thương thương': 44, 'buồn': 1794, 'phẫn nộ': 2}",9513
840355537448761,"Hơi buồn khi quan niệm ""Đàn ông thành công là bản lĩnh, nhưng phụ nữ thành công lại là ăn may"" đến bây giờ vẫn khá phổ biến, mặc dù đã có rất nhiều bóng hồng đứng trên đỉnh cao vinh quang nhờ chính sự nỗ lựcXem thêm của họ. Mong rằng sẽ sớm đến ngày, tất cả mọi người đều có thể tự hào về những thành tựu của bản thân mình, mà không bị gắn nhãn bởi bất kì thành kiến nào cả.

#ChínhNữ #VìBạnXứngĐáng #NàoCóMayLàTựTay","Hơi buồn khi quan niệm ""Đàn ông thành công là bản lĩnh, nhưng phụ nữ thành công lại là ăn may"" đến bây giờ vẫn khá phổ biến, mặc dù đã có rất nhiều bóng hồng đứng trên đỉnh cao vinh quang nhờ chính sự nỗ lựcXem thêm của họ. Mong rằng sẽ sớm đến ngày, tất cả mọi người đều có thể tự hào về những thành tựu của bản thân mình, mà không bị gắn nhãn bởi bất kì thành kiến nào cả.

#ChínhNữ #VìBạnXứngĐáng #NàoCóMayLàTựTay",2023-06-06 13:00:00,1,0,139,97,"{'thích': 2695, 'yêu thích': 1517, 'haha': 22, 'thương thương': 48, 'buồn': 19}",4301
838970527587262,Chắc gì sau khi trưởng thành đã còn hợp với nhau 🙈,Chắc gì sau khi trưởng thành đã còn hợp với nhau 🙈,2023-06-04 01:51:05,1,0,297,268,"{'thích': 7800, 'yêu thích': 399, 'haha': 50, 'wow': 18, 'thương thương': 53, 'buồn': 2270, 'phẫn nộ': 2}",10592
838054477678867,"Có những người dành hơn nửa cuộc đời để tạo ra một danh tính, rồi sau đó mất nửa cuộc đời còn lại để nhận ra danh tính đó không phải là mình. Hoặc có khi sẽ không bao giờ nhận ra luôn 🥹","Có những người dành hơn nửa cuộc đời để tạo ra một danh tính, rồi sau đó mất nửa cuộc đời còn lại để nhận ra danh tính đó không phải là mình. Hoặc có khi sẽ không bao giờ nhận ra luôn 🥹",2023-06-02 10:39:23,1,0,308,248,"{'thích': 5574, 'yêu thích': 240, 'haha': 2505, 'wow': 12, 'thương thương': 59, 'buồn': 986, 'phẫn nộ': 5}",9381
838005187683796,"Trái tim bạn như thế nào, thì con đường bạn bước đi sẽ y như vậy.","Trái tim bạn như thế nào, thì con đường bạn bước đi sẽ y như vậy.",2023-06-02 08:21:41,0,0,129,213,"{'thích': 3519, 'yêu thích': 1271, 'haha': 20, 'wow': 7, 'thương thương': 36, 'buồn': 49}",4902
837537241063924,một post trẻ trâu xàm xí để đu trend thíu nhi :3 chúc các em bé một buổi tối vui vẻ nhó :3,một post trẻ trâu xàm xí để đu trend thíu nhi :3 chúc các em bé một buổi tối vui vẻ nhó :3,2023-06-01 13:22:44,1,0,61,278,"{'thích': 1566, 'yêu thích': 906, 'haha': 88, 'thương thương': 36, 'buồn': 8}",2604
836912441126404,"Users HC nói gì về sự an ủi 🫶

-\-\-\-\-\-\-\-\-\-\
Tui sợ thấy người khác khóc.
Tui không giỏi an ủi người khác một cách tinh tế. Thấy người ta buồn tui đã sợ, người ta khóc tui còn sợ hơn.
Bạn bè tui buồn, cách giải quyết của tui là chọc tụi nó bằng mấy mẩu chuyện không đầu không cuối tui lướt trên fb.
Bạn bè tui khóc, tui chọn cách im lặng làm lơ, giả bộ không biết người ta đang khóc.
Bạn bè tui vừa buồn vừa khóc, tui dỗ chúng nó bằng đồ ăn đồ uống chúng nó thích.
Vì có những người quen nói nói cười cười, sợ thế giới nhìn thấy, bản thân đang sụp đổ.
Nay bạn tui khóc, nó trốn ra sân chơi khu tập thể bên cạnh. Tui được tình báo truyền tin, vội đi xách 2 chai Tea+ nó mê đứ đừ về >..<

(Keng đang tập viết.)

-\-\-\-\-\-\-\-\-\-\
""Thôi đừng nghĩ nhiều nữa""
""Đừng buồn nữa""
""Yêu bản thân là phải luôn vui vẻ""
...
Mình biết những lời này bạn đã nghe rất nhiều từ những người xung quanh. Chính vì điều đó, đã có lúc khiến bạn cảm thấy chẳng một ai lắng nghe và hiểu được câu chuyện lẫn cảm xúc của bạn. Nhưng cũng đừng vì thế mà quá hà khắc với chính mình, bạn nhé. Vì ở nơi nào đó, vẫn sẽ có người hiểu cho bạn thôi nè.

(Whispering mind)

-\-\-\-\-\-\-\-\-\-\
Sẽ không sao nếu cậu chỉ có thể nói ""Thôi đừng buồn nữa"" với tớ.
Tớ cũng muốn được người khác ôm lấy vết thương. Nhưng thậm chí tớ còn không biết nó cần được xoa dịu bằng cách nào.
Tớ không muốn phải nhìn thấy ai đó bối rối khi không biết phải an ủi tớ ra sao. Có lẽ bản thân tớ vốn dĩ đã khá phức tạp.
Và vì tớ cũng không là một người an ủi tốt.
Nên sẽ không sao đâu khi cậu chỉ nói ""Thôi đừng buồn nữa"" với tớ. Vì nếu cậu kiên nhẫn ngồi đây đã là quá đỗi lớn lao rồi.
Nhưng đôi lúc bọn mình cũng như đứa trẻ sơ sinh, đau chỉ biết khóc. Dù cho ai đó luôn ra sức vồ về, muốn được hiểu, mà bản thân lại không có cách để nói ra chổ đau của mình.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Tớ biết có đôi lúc cậu đã định tìm ai đó để nói rằng cậu đang mệt mỏi. Nhưng rồi cậu lại tự hỏi, liệu điều đó có đủ tệ để than vãn hay chưa.
Cậu sợ điều gì đó không rõ, và chọn giấu đi. Cậu nghĩ cậu có thể chịu thêm chút nữa.
Cứ mỗi lần như thế, khả năng chứa đựng của cậu lớn hơn. Tớ mong cậu không xem đó là mạnh mẽ, vì cuối cùng cậu sẽ chỉ thấy nghẹn ở trong lòng.
Những câu chuyện của cậu, dù lớn dù nhỏ. Nếu có ai đó thực sự lắng nghe, mong cậu đừng đắn đo hãy gửi họ một ít.
Vì tớ tin, bằng cách nào đó sẽ có người nguyện ngồi cạnh, không dò xét và bao dung tất thảy những cảm xúc nặng nề của cậu.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Chúng mình cứ sống hết mình cho hôm nay, cho cảm xúc hiện tại, cho những người bên ta hôm nay.
Trải qua nhiều thăng trầm, mình hiểu được rằng mối quan hệ nào cũng có giai đoạn và thời hạn, không có gì là mãi mãi.
Mình cũng đã từng có những cảm xúc rất vui, rất hạnh phúc, rất yên bình. Mình chỉ muốn sống trong khoảng khắc đạt được cảm xúc ấy mãi thôi. Mình lo sợ nó qua đi, lo sợ nó không thể duy trì, mình đã tìm cách, nhưng mà chỉ có cách là chấp nhận thôi.
""Rồi ta sẽ lại yêu, vì trái tim ta còn"".

(Hành Không Dũng)","Users HC nói gì về sự an ủi 🫶

-\-\-\-\-\-\-\-\-\-\
Tui sợ thấy người khác khóc.
Tui không giỏi an ủi người khác một cách tinh tế. Thấy người ta buồn tui đã sợ, người ta khóc tui còn sợ hơn.
Bạn bè tui buồn, cách giải quyết của tui là chọc tụi nó bằng mấy mẩu chuyện không đầu không cuối tui lướt trên fb.
Bạn bè tui khóc, tui chọn cách im lặng làm lơ, giả bộ không biết người ta đang khóc.
Bạn bè tui vừa buồn vừa khóc, tui dỗ chúng nó bằng đồ ăn đồ uống chúng nó thích.
Vì có những người quen nói nói cười cười, sợ thế giới nhìn thấy, bản thân đang sụp đổ.
Nay bạn tui khóc, nó trốn ra sân chơi khu tập thể bên cạnh. Tui được tình báo truyền tin, vội đi xách 2 chai Tea+ nó mê đứ đừ về >..<

(Keng đang tập viết.)

-\-\-\-\-\-\-\-\-\-\
""Thôi đừng nghĩ nhiều nữa""
""Đừng buồn nữa""
""Yêu bản thân là phải luôn vui vẻ""
...
Mình biết những lời này bạn đã nghe rất nhiều từ những người xung quanh. Chính vì điều đó, đã có lúc khiến bạn cảm thấy chẳng một ai lắng nghe và hiểu được câu chuyện lẫn cảm xúc của bạn. Nhưng cũng đừng vì thế mà quá hà khắc với chính mình, bạn nhé. Vì ở nơi nào đó, vẫn sẽ có người hiểu cho bạn thôi nè.

(Whispering mind)

-\-\-\-\-\-\-\-\-\-\
Sẽ không sao nếu cậu chỉ có thể nói ""Thôi đừng buồn nữa"" với tớ.
Tớ cũng muốn được người khác ôm lấy vết thương. Nhưng thậm chí tớ còn không biết nó cần được xoa dịu bằng cách nào.
Tớ không muốn phải nhìn thấy ai đó bối rối khi không biết phải an ủi tớ ra sao. Có lẽ bản thân tớ vốn dĩ đã khá phức tạp.
Và vì tớ cũng không là một người an ủi tốt.
Nên sẽ không sao đâu khi cậu chỉ nói ""Thôi đừng buồn nữa"" với tớ. Vì nếu cậu kiên nhẫn ngồi đây đã là quá đỗi lớn lao rồi.
Nhưng đôi lúc bọn mình cũng như đứa trẻ sơ sinh, đau chỉ biết khóc. Dù cho ai đó luôn ra sức vồ về, muốn được hiểu, mà bản thân lại không có cách để nói ra chổ đau của mình.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Tớ biết có đôi lúc cậu đã định tìm ai đó để nói rằng cậu đang mệt mỏi. Nhưng rồi cậu lại tự hỏi, liệu điều đó có đủ tệ để than vãn hay chưa.
Cậu sợ điều gì đó không rõ, và chọn giấu đi. Cậu nghĩ cậu có thể chịu thêm chút nữa.
Cứ mỗi lần như thế, khả năng chứa đựng của cậu lớn hơn. Tớ mong cậu không xem đó là mạnh mẽ, vì cuối cùng cậu sẽ chỉ thấy nghẹn ở trong lòng.
Những câu chuyện của cậu, dù lớn dù nhỏ. Nếu có ai đó thực sự lắng nghe, mong cậu đừng đắn đo hãy gửi họ một ít.
Vì tớ tin, bằng cách nào đó sẽ có người nguyện ngồi cạnh, không dò xét và bao dung tất thảy những cảm xúc nặng nề của cậu.

(im tràchanh.)

-\-\-\-\-\-\-\-\-\-\
Chúng mình cứ sống hết mình cho hôm nay, cho cảm xúc hiện tại, cho những người bên ta hôm nay.
Trải qua nhiều thăng trầm, mình hiểu được rằng mối quan hệ nào cũng có giai đoạn và thời hạn, không có gì là mãi mãi.
Mình cũng đã từng có những cảm xúc rất vui, rất hạnh phúc, rất yên bình. Mình chỉ muốn sống trong khoảng khắc đạt được cảm xúc ấy mãi thôi. Mình lo sợ nó qua đi, lo sợ nó không thể duy trì, mình đã tìm cách, nhưng mà chỉ có cách là chấp nhận thôi.
""Rồi ta sẽ lại yêu, vì trái tim ta còn"".

(Hành Không Dũng)",2023-05-31 14:31:07,1,0,87,162,"{'thích': 1535, 'yêu thích': 691, 'haha': 13, 'wow': 2, 'thương thương': 128, 'buồn': 24}",2393
836667541150894,Lời tôi sẽ chọn để nói ra với con mình. 🥹,Lời tôi sẽ chọn để nói ra với con mình. 🥹,2023-05-31 05:15:40,1,0,1656,1589,"{'thích': 28213, 'yêu thích': 12947, 'haha': 278, 'wow': 37, 'thương thương': 661, 'buồn': 156, 'phẫn nộ': 2}",42294
836217637862551,"“Bất cứ điều gì bạn đang tìm kiếm sẽ không đến dưới hình thức bạn mong đợi.”
- Haruki Murakami","“Bất cứ điều gì bạn đang tìm kiếm sẽ không đến dưới hình thức bạn mong đợi.”
- Haruki Murakami",2023-05-30 14:01:29,0,0,107,315,"{'thích': 3840, 'yêu thích': 769, 'haha': 14, 'wow': 9, 'thương thương': 31, 'buồn': 343}",5006
835957834555198,😢,😢,2023-05-30 04:00:42,1,0,2917,1119,"{'thích': 54589, 'yêu thích': 445, 'haha': 43515, 'wow': 247, 'thương thương': 156, 'buồn': 20914, 'phẫn nộ': 129}",119995
835368361280812,Biết rồi nhưng how 😒,Biết rồi nhưng how 😒,2023-05-29 06:28:41,1,0,1045,823,"{'thích': 8949, 'yêu thích': 242, 'haha': 1308, 'wow': 18, 'thương thương': 37, 'buồn': 2959, 'phẫn nộ': 10}",13523
834860264664955,"Ta có thể không kiểm soát được những ý kiến tiêu cực từ bên ngoài, nhưng ta có thể kiểm soát được cách đón nhận chúng","Ta có thể không kiểm soát được những ý kiến tiêu cực từ bên ngoài, nhưng ta có thể kiểm soát được cách đón nhận chúng",2023-05-28 12:51:48,1,0,32,126,"{'thích': 1709, 'yêu thích': 762, 'haha': 13, 'wow': 1, 'thương thương': 26, 'buồn': 6}",2517
833503554800626,🥹,🥹,2023-05-26 12:21:01,1,0,103,74,"{'thích': 3524, 'yêu thích': 258, 'haha': 22, 'wow': 4, 'thương thương': 13, 'buồn': 784, 'phẫn nộ': 4}",4609
832793561538292,"À, thì ra mày chọn cái c h ế c h","À, thì ra mày chọn cái c h ế c h",2023-05-25 05:06:38,1,0,43,47,"{'thích': 1376, 'yêu thích': 10, 'haha': 1106, 'wow': 5, 'thương thương': 3, 'buồn': 44}",2544
832317721585876,Bạn không hề đáng ghét. Luôn có điều gì đó ở bạn xứng đáng để được yêu thương 🌼,Bạn không hề đáng ghét. Luôn có điều gì đó ở bạn xứng đáng để được yêu thương 🌼,2023-05-24 12:22:40,0,0,59,115,"{'thích': 1666, 'yêu thích': 756, 'haha': 6, 'wow': 3, 'thương thương': 41, 'buồn': 17, 'phẫn nộ': 1}",2490
832292758255039,"""Cám ơn vì sự tồn tại của cậu"", đó không chỉ là một câu nói sến súa.

Có những ngày cậu tan vỡ và chỉ cần ở bên một ai đó, họ thậm chí chẳng cần làm gì, chỉ cần ở đó, cạnh cậu và mọi đau khổ dường như tan biến.Xem thêm Cậu lại bắt đầu nhìn thấy cuộc sống tốt đẹp một lần nữa.

Có vài người, sẽ thực sự cứu lấy cậu chỉ cần bằng sự hiện diện của họ.

(im tràchanh - group Hai Chiều)","""Cám ơn vì sự tồn tại của cậu"", đó không chỉ là một câu nói sến súa.

Có những ngày cậu tan vỡ và chỉ cần ở bên một ai đó, họ thậm chí chẳng cần làm gì, chỉ cần ở đó, cạnh cậu và mọi đau khổ dường như tan biến.Xem thêm Cậu lại bắt đầu nhìn thấy cuộc sống tốt đẹp một lần nữa.

Có vài người, sẽ thực sự cứu lấy cậu chỉ cần bằng sự hiện diện của họ.

(im tràchanh - group Hai Chiều)",2023-05-24 11:23:25,1,0,206,661,"{'thích': 2332, 'yêu thích': 1669, 'haha': 6, 'wow': 1, 'thương thương': 68, 'buồn': 17, 'phẫn nộ': 1}",4094
